lapDistPct, speed, throttle, brake, gear, steeringWheelAngle, longAccel, latAccel, rpm, clutch
0.06860525161027908, 0.002028554677963257, 0.0, 0.6781979203224182, 1, -0.3997077941894531, -0.10232995450496674, -0.1843092292547226, 800.002197265625, 0.0
0.06860533356666565, 0.07336223125457764, 0.7384008169174194, -3.725290298461914e-08, 1, -0.4860985279083252, 4.1111836433410645, -0.21082402765750885, 866.775390625, 0.8287018537521362
0.06860587745904922, 0.22128254175186157, 0.9239881634712219, 0.0, 1, -0.49437299370765686, 8.794024467468262, -0.13272441923618317, 834.7969360351562, 0.6877000331878662
0.06860671192407608, 0.24020051956176758, 0.9999998807907104, 0.0, 1, -0.5087302923202515, 1.0523675680160522, -0.1430564820766449, 825.6260375976562, 0.6687508225440979
0.06860766559839249, 0.32304108142852783, 1.0, 0.0, 1, -0.5194358229637146, 4.896097660064697, -0.15447178483009338, 824.7232666015625, 0.6545625329017639
0.06860899180173874, 0.4199760854244232, 1.0, 0.0, 1, -0.531116783618927, 5.748452186584473, -0.23618189990520477, 824.7200927734375, 0.65449458360672
0.06861057877540588, 0.48196500539779663, 1.0, 0.0, 1, -0.5476621985435486, 3.6571595668792725, -0.29542726278305054, 824.7247314453125, 0.6545416712760925
0.06861238181591034, 0.5557919144630432, 1.0, 0.0, 1, -0.5620194673538208, 4.370969772338867, -0.3222481310367584, 824.720458984375, 0.6545029282569885
0.06861447542905807, 0.6360804438591003, 1.0, 0.0, 1, -0.5778332948684692, 4.76047420501709, -0.3471154570579529, 824.7369995117188, 0.6545994877815247
0.0686168521642685, 0.7089077830314636, 1.0, 0.0, 1, -0.5938922762870789, 4.3127899169921875, -0.38762402534484863, 824.7325439453125, 0.654579222202301
0.06861948221921921, 0.7821606993675232, 1.0, 0.0, 1, -0.6097081899642944, 4.337998867034912, -0.3956248462200165, 824.7227172851562, 0.6545315384864807
0.06862238049507141, 0.8574560284614563, 1.0, 0.0, 1, -0.6267389059066772, 4.460047721862793, -0.39434194564819336, 824.7205200195312, 0.654504120349884
0.06862550973892212, 0.9322800040245056, 1.0, 0.0, 1, -0.6510697603225708, 4.431985855102539, -0.3593771159648895, 824.7133178710938, 0.6544647812843323
0.06862889975309372, 1.0062551498413086, 1.0, 0.0, 1, -0.6741809248924255, 4.381627559661865, -0.3113650977611542, 824.7105102539062, 0.654453456401825
0.06863255053758621, 1.080389142036438, 1.0, 0.0, 1, -0.6994824409484863, 4.39202356338501, -0.25146299600601196, 824.7026977539062, 0.654392659664154
0.068636454641819, 1.1542608737945557, 1.0, 0.0, 1, -0.7279460430145264, 4.376018047332764, -0.24025516211986542, 824.689697265625, 0.6543300747871399
0.06864062696695328, 1.228008508682251, 1.0, 0.0, 1, -0.7503265142440796, 4.3669915199279785, -0.2885863780975342, 824.6802978515625, 0.6542573571205139
0.06864506006240845, 1.3011410236358643, 1.0, 0.0, 1, -0.7729495167732239, 4.328369617462158, -0.3502815365791321, 824.666259765625, 0.6541792750358582
0.06864975392818451, 1.3747447729110718, 1.0, 0.0, 1, -0.7965455651283264, 4.355441570281982, -0.3900638818740845, 824.6522216796875, 0.6540928483009338
0.06865470856428146, 1.448466181755066, 1.0, 0.0, 1, -0.8147887587547302, 4.359968185424805, -0.48291218280792236, 824.6356201171875, 0.653971254825592
0.0686599388718605, 1.5214849710464478, 1.0, 0.0, 1, -0.8327882885932922, 4.315490245819092, -0.5559844970703125, 824.615234375, 0.6538758873939514
0.06866539269685745, 1.5954104661941528, 1.0, 0.0, 1, -0.8534637689590454, 4.369169235229492, -0.5591107606887817, 824.5938720703125, 0.6537399888038635
0.06867111474275589, 1.6690884828567505, 1.0, 0.0, 1, -0.8704897165298462, 4.355128288269043, -0.5176368355751038, 824.5751953125, 0.6536136269569397
0.06867710500955582, 1.741970181465149, 1.0, 0.0, 1, -0.8862990140914917, 4.307519912719727, -0.5043920278549194, 824.5372314453125, 0.6533984541893005
0.06868334114551544, 1.8150475025177002, 1.0, 0.0, 1, -0.9057572484016418, 4.318793773651123, -0.5127432346343994, 824.487548828125, 0.6530980467796326
0.06868982315063477, 1.8893197774887085, 1.0, 0.0, 1, -0.92351233959198, 4.391311168670654, -0.48422765731811523, 824.4519653320312, 0.6528709530830383
0.06869658082723618, 1.9612549543380737, 1.0, 0.0, 1, -0.94199538230896, 4.251683235168457, -0.46246689558029175, 824.3897094726562, 0.6525240540504456
